GeneSymbol,log2FoldChange,pvalue,padj
PSMB7P1,,,
POC1B-GALNT4,-1.76,0.274148,1.000000
RP11-973N13.3,,,
RP11-804L24.2,,,
PTBP1P,-0.20,0.773425,1.000000
RP1-261D10.1,-1.20,0.439720,1.000000
RP11-158I13.2,,,
RP11-488C13.6,0.69,0.241738,1.000000
RP11-168L7.3,,,
RP11-407N17.4,0.83,0.540475,1.000000
RP11-1070N10.6,,,
RP11-134E15.2,0.14,0.907118,1.000000
RP11-356O9.2,,,
CTD-2017C7.2,-0.40,0.529089,1.000000
GRAMD4P5,,,
SEPT7P1,-0.32,0.906878,1.000000
LINC00517,0.00,1.000000,1.000000
TRAV30,0.00,1.000000,1.000000
RP11-1112J20.2,-0.68,0.344311,1.000000
RP11-77A13.1,0.00,1.000000,1.000000
GTF2IP22,,,
FAM35CP,-1.06,0.398133,1.000000
RP11-61O1.1,,,
RP11-603B24.2,,,
RP11-348M3.2,1.84,0.213179,1.000000
RP11-1074O12.1,-0.81,0.406308,1.000000
SMARCE1P3,1.67,0.066261,0.712381
RP11-270M14.4,0.00,1.000000,1.000000
PTCSC3,,,
RPS3AP4,0.00,1.000000,1.000000
RP11-242P2.2,0.00,1.000000,1.000000
LINC00911,-1.03,0.351645,1.000000
LINC01595,,,
RP4-687K1.2,,,
RP11-359N5.1,0.82,0.889736,1.000000
RP11-280K24.1,,,
NDUFC2-KCTD14,0.00,1.000000,1.000000
RP11-406H23.2,0.10,0.958477,1.000000
CTD-2540L5.5,,,
RP11-973N13.4,-1.12,0.195872,1.000000
RP11-476J6.1,,,
RP11-840I19.3,-0.87,0.445186,1.000000
RP11-1127D7.1,,,
SMIM6,2.47,0.059144,0.669146
RP11-545M17.2,-0.62,0.917250,1.000000
TVP23BP1,,,
RP11-76E17.2,,,
RP11-187O7.3,-0.62,0.917250,1.000000
LRP1-AS,0.80,0.893486,1.000000
RP11-99L13.2,,,
LINC00648,0.00,1.000000,1.000000
RP11-219E7.3,0.09,0.935551,1.000000
RP11-298I3.5,,,
RP11-1085N6.3,-0.62,0.917250,1.000000
LINC00924,0.00,1.000000,1.000000
RP11-671J11.4,,,
RP11-108M12.2,,,
RP11-305B6.1,-0.30,0.409763,1.000000
RP11-950C14.7,2.54,0.497633,1.000000
RP11-986E7.2,,,
LINC00644,,,
CTD-2240H23.2,,,
RANBP20P,1.79,0.150229,1.000000
RP1-261D10.2,0.00,1.000000,1.000000
RP11-322L17.1,0.00,1.000000,1.000000
RP11-313C4.1,,,
LINC00929,,,
CAP2P1,-3.09,0.025660,0.389553
RP11-100M12.2,,,
RP6-65G23.3,-0.75,0.397068,1.000000
DUX4L17,0.82,0.889736,1.000000
RP11-831F12.3,-0.17,0.932331,1.000000
CHEK2P2,-0.62,0.917250,1.000000
RP11-280K24.6,,,
ADAM20P1,-0.05,0.913614,1.000000
RP11-973N13.5,,,
CTD-2017C7.3,0.00,1.000000,1.000000
RP11-203M5.6,-0.93,0.488263,1.000000
RP11-1078H9.5,-1.24,0.817961,1.000000
RP11-463C8.4,,,
DDX18P1,-0.60,0.643769,1.000000
RP11-1029J19.2,,,
NMNAT1P1,,,
RP11-100M12.3,,,
GNRHR2P1,0.00,1.000000,1.000000
RP11-763K15.1,,,
RP11-903H12.5,,,
RP11-299G20.2,-0.60,0.242743,1.000000
RP11-30K9.7,,,
RP11-379K22.2,0.00,1.000000,1.000000
RP11-154B12.3,0.00,1.000000,1.000000
CTD-2184D3.3,0.00,1.000000,1.000000
UBE2CP4,0.59,0.574533,1.000000
RP11-420M1.2,,,
RP11-463I20.3,,,
RP11-424I19.2,1.88,0.072253,0.741455
MED28P6,,,
RP11-56B16.4,,,
MRPS15P1,-0.62,0.859007,1.000000
CTD-2008A1.1,,,
CTD-2647E9.3,-0.43,0.604283,1.000000
RP11-253M7.3,1.24,0.585991,1.000000
AC109631.1,-0.55,0.883342,1.000000
RP11-108K3.4,,,
RP11-158M2.6,-0.62,0.917250,1.000000
HMBOX1-IT1,,,
RP11-133K1.6,2.40,0.098372,0.871500
CTD-2544M6.1,,,
RP11-718O11.1,,,
RP11-56B16.5,-0.62,0.869477,1.000000
RP11-342M21.2,0.00,1.000000,1.000000
RP11-209K10.2,,,
RP11-394B5.2,,,
PRKXP1,0.57,0.312841,1.000000
ITGB3,-0.99,0.143642,1.000000
RP11-621H8.1,,,
RP5-991G20.2,-0.43,0.281247,1.000000
RP11-64K12.8,-1.32,0.594567,1.000000
CTD-3065B20.2,0.44,0.651063,1.000000
CTD-2071N1.1,,,
RP11-810K23.7,,,
RP11-253M7.4,0.10,0.975291,1.000000
RP11-227D13.2,-0.09,0.922909,1.000000
RP11-702M1.2,,,
LINC00928,-0.28,0.821741,1.000000
CTD-3076O17.2,-0.41,0.790940,1.000000
CTD-2050N2.1,,,
RP11-809H16.5,,,
RP11-82L7.4,,,
SLC35G6,0.10,0.975976,1.000000
RP11-1008C21.1,,,
RP11-64K10.1,,,
HNRNPA1P62,0.00,1.000000,1.000000
RP11-38G5.3,,,
CTD-2555C10.3,-0.57,0.794189,1.000000
CTD-2014N11.2,0.00,1.000000,1.000000
RP11-349G13.1,0.12,0.956167,1.000000
ANKRD34C-AS1,,,
RP11-605F22.2,6.04,0.000000,0.000000
GOLGA8VP,-0.03,0.937569,1.000000
RP11-209E8.1,,,
RP11-361D15.2,1.07,0.116554,0.944918
RP11-521C20.1,0.82,0.889736,1.000000
RP11-108K3.1,0.00,1.000000,1.000000
RP11-313P18.2,,,
AC002306.1,,,
RP11-182J1.12,0.00,1.000000,1.000000
RP11-684B21.1,0.00,1.000000,1.000000
HMGN2P47,,,
TTTY25P,,,
USP3-AS1,-0.59,0.390394,1.000000
RP11-50C13.1,0.04,0.869169,1.000000
RP11-643M14.1,0.46,0.831553,1.000000
AC011648.1,-0.62,0.917250,1.000000
CTD-2339L15.3,-0.26,0.853766,1.000000
RP11-627D16.1,,,
RP11-838N2.3,0.00,1.000000,1.000000
RP11-616M17.1,0.00,1.000000,1.000000
RP11-325L12.3,0.00,1.000000,1.000000
NPM1P42,1.99,0.215921,1.000000
IGHV4OR15-8,,,
NDUFA3P4,0.00,1.000000,1.000000
RP11-809H16.4,1.49,0.801802,1.000000
RP11-183E24.1,,,
RP11-432J9.6,0.00,1.000000,1.000000
AC007950.1,,,
RP11-624L4.2,,,
RP11-561C5.1,0.00,1.000000,1.000000
ANKRD62P1,-0.62,0.860804,1.000000
RP11-493E3.2,0.00,1.000000,1.000000
CTD-2501E16.2,0.02,0.991742,1.000000
RP11-522B15.3,-1.37,0.267307,1.000000
RP11-815J21.3,-0.62,0.917250,1.000000
RP13-126C7.1,,,
RP11-62C7.2,,,
RP11-122D10.1,0.82,0.889736,1.000000
LINGO1-AS2,,,
SPATA8-AS1,,,
RP11-26L20.3,0.00,1.000000,1.000000
RP11-162I7.1,,,
CTD-2330J20.2,,,
RP11-696L21.2,-0.73,0.585088,1.000000
RP11-3D4.2,-0.74,0.148583,1.000000
BUB1B-PAK6,1.08,0.709691,1.000000
RP11-798K3.3,,,
RP11-687M24.7,0.82,0.889736,1.000000
RP11-617F23.1,0.49,0.000069,0.003027
LIPC-AS1,0.00,1.000000,1.000000
CTA-339C12.1,0.82,0.889736,1.000000
CSPG4P12,0.10,0.983808,1.000000
RP11-313P18.1,0.78,0.895693,1.000000
RP11-37J13.1,-0.11,0.911169,1.000000
TUBBP8,0.00,1.000000,1.000000
RP11-643A5.1,,,
RP11-182J1.11,,,
IGHV2OR16-5,,,
CTD-2014N11.3,,,
ZHX1-C8orf76,1.12,0.124546,0.970913
RP11-108K3.2,,,
PLCB2-AS1,0.58,0.598554,1.000000
RP11-382A20.1,1.35,0.617068,1.000000
RP11-19J5.2,,,
RP11-522B15.5,,,
CTD-3065B20.3,0.76,0.680449,1.000000
ACTG1P17,0.84,0.199092,1.000000
CTD-2116N17.1,-1.50,0.766310,1.000000
RP11-561C5.7,0.00,1.000000,1.000000
RP11-454L9.2,-0.64,0.453852,1.000000
RP11-293M10.6,0.69,0.011983,0.222738
RP11-183E24.2,,,
RP11-468E2.5,0.27,0.657156,1.000000
RP11-762H8.1,1.28,0.400907,1.000000
OR11K1P,,,
RP11-102L12.2,-2.12,0.133190,1.000000
CTD-2184D3.6,,,
INAFM2,0.04,0.466880,1.000000
RP11-57P19.1,,,
ST20-MTHFS,,,
RP11-630H24.4,,,
LINC00596,-0.62,0.917250,1.000000
HNRNPMP1,0.82,0.889736,1.000000
RP11-323I15.5,0.22,0.879740,1.000000
IGHV1OR15-2,,,
CTD-2651B20.2,1.43,0.512740,1.000000
TGIF1P1,0.00,1.000000,1.000000
CTD-2027G2.1,0.24,0.712218,1.000000
RP11-20G13.1,-0.34,0.885070,1.000000
RP11-519G16.5,0.70,0.863012,1.000000
TMC3-AS1,1.02,0.221849,1.000000
RP11-624L4.1,,,
RP11-349G13.2,,,
RP11-798K3.2,-1.42,0.175662,1.000000
RP11-15E18.1,-0.43,0.384562,1.000000
RP11-63A23.2,-1.28,0.791355,1.000000
RP11-111E14.1,,,
RP11-109D20.2,,,
RP11-30K9.5,-0.68,0.065691,0.708402
RP11-519G16.3,1.99,0.706407,1.000000
RP11-90E5.1,0.00,1.000000,1.000000
RP11-316M1.12,,,
RP11-456J20.1,0.88,0.466152,1.000000
RP11-327J17.2,,,
RP11-142J21.1,,,
LINC00927,,,
RP11-307C19.1,0.00,1.000000,1.000000
CTD-2054N24.2,-0.24,0.020052,0.325769
RP11-64K12.9,2.45,0.214563,1.000000
RP11-424I19.1,-0.62,0.917250,1.000000
CTD-2647L4.4,0.15,0.700401,1.000000
RP11-815J21.4,,,
RP11-64K12.4,,,
RP11-291H24.1,-1.59,0.400517,1.000000
RP11-1069G10.1,2.44,0.206249,1.000000
RP11-468E2.6,,,
NDUFB4P11,0.82,0.889736,1.000000
RP11-815J21.2,,,
RP11-505E24.3,1.02,0.723400,1.000000
CTD-2308G16.1,,,
DCAF13P3,-0.74,0.429088,1.000000
MTND5P32,,,
RP11-346D14.1,1.82,0.759669,1.000000
RP11-192M23.1,0.14,0.897694,1.000000
RP11-403B2.6,,,
GH1,,,
RP11-605F22.1,,,
CTD-2647E9.1,0.84,0.510202,1.000000
H3F3AP1,-1.26,0.832260,1.000000
RP11-27M9.1,,,
RP11-758N13.3,,,
RP11-313H3.1,,,
RP11-244F12.1,0.15,0.548387,1.000000
RP11-475A13.2,,,
RP11-16O9.2,-1.11,0.514252,1.000000
RP11-323I15.2,0.03,0.945942,1.000000
RP11-430B1.1,0.10,0.986142,1.000000
TGIF2-C20orf24,,,
RP11-30K9.4,0.00,1.000000,1.000000
RP11-315L6.1,0.82,0.889736,1.000000
EFTUD1P1,1.52,0.798663,1.000000
ISCA1P4,-0.32,0.767970,1.000000
RP11-158M2.3,0.10,0.983149,1.000000
RP11-3D4.3,-0.97,0.236385,1.000000
RP11-521C20.3,,,
RP11-34F13.3,0.00,1.000000,1.000000
HNRNPA1P45,-1.27,0.394421,1.000000
RP11-5O23.1,-1.86,0.660850,1.000000
HERC2P7,,,
RP11-7M10.2,0.10,0.986142,1.000000
RP11-158M2.5,0.00,1.000000,1.000000
LINC01314,0.59,0.290141,1.000000
RP11-109D20.1,0.00,1.000000,1.000000
HNRNPCP3,1.84,0.094392,0.854640
RP11-307C19.2,-1.14,0.193488,1.000000
CTA-150C2.20,0.00,1.000000,1.000000
RP11-593F23.1,0.12,0.939610,1.000000
RP11-265N7.2,,,
RP11-35O15.1,-1.25,0.578958,1.000000
RP11-566K19.5,0.19,0.567628,1.000000
RP11-253M7.1,-0.54,0.409617,1.000000
DPPA5P2,,,
HMGB3P26,0.00,1.000000,1.000000
UBE2Q2P2,-1.91,0.166326,1.000000
CERS3-AS1,0.00,1.000000,1.000000
THTPA,0.20,0.475339,1.000000
RP11-37C7.2,,,
CTD-2651B20.4,0.82,0.889736,1.000000
RP11-720L8.1,,,
OR4N3P,,,
CTC-378H22.2,-0.83,0.027058,0.402944
RP11-798K3.4,,,
CTD-2650P22.1,-1.86,0.200038,1.000000
RP11-89K21.1,-0.81,0.051644,0.616228
NPM1P43,-0.62,0.917250,1.000000
MRPL15P1,,,
RP11-752G15.8,1.43,0.810201,1.000000
RP11-403B2.5,,,
RP11-736N17.8,0.82,0.886694,1.000000
RP11-489D6.2,,,
RP11-462P6.1,,,
RP11-16E12.1,-0.31,0.324624,1.000000
NIFKP8,-0.62,0.917250,1.000000
RP11-138H8.4,0.82,0.889736,1.000000
RP11-815J21.1,0.00,1.000000,1.000000
WBP1LP5,,,
ADNP-AS1,-0.12,0.680064,1.000000
RP11-279F6.2,,,
MGC15885,0.00,1.000000,1.000000
RP11-321G12.1,0.82,0.889736,1.000000
RP11-128A17.1,,,
ANP32BP3,0.33,0.837317,1.000000
CPEB1-AS1,-0.13,0.901728,1.000000
RP11-540O11.7,0.00,1.000000,1.000000
SNRPCP18,0.00,1.000000,1.000000
AHCYP7,1.58,0.658434,1.000000
NPM1P47,-0.06,0.987451,1.000000
NDUFAF4P1,-1.64,0.399627,1.000000
RP11-1084A12.2,,,
RP11-227D13.4,-2.18,0.117387,0.948215
KRT8P9,,,
LINC01169,0.19,0.573592,1.000000
RP11-96C21.1,,,
RP11-650L12.1,0.10,0.980678,1.000000
RP11-654A16.3,-1.26,0.831635,1.000000
RP11-50C13.2,-0.62,0.905090,1.000000
RP11-86K22.1,,,
RP11-753A21.1,0.82,0.889736,1.000000
SORD2P,-1.05,0.000002,0.000100
RP11-39M21.1,,,
RORA-AS2,,,
RP11-930O11.2,-0.78,0.627735,1.000000
CTD-2147F2.1,,,
RP11-154J22.1,0.55,0.038206,0.510424
KRT18P47,0.00,1.000000,1.000000
IGHV3OR15-7,,,
RP11-621H8.2,0.01,0.987442,1.000000
MRPL46,0.29,0.190479,1.000000
RP11-210M15.2,,,
RP11-19J5.1,-0.62,0.917250,1.000000
RP11-244F12.3,,,
RP11-616K22.2,0.82,0.889736,1.000000
KRT8P24,,,
RP11-643G16.3,-1.46,0.339946,1.000000
RP11-543G18.1,0.00,1.000000,1.000000
RP11-352D13.5,0.00,1.000000,1.000000
RP11-74D7.1,,,
RP11-719C20.1,,,
RP11-661D19.3,0.00,1.000000,1.000000
RP11-627D16.2,,,
UBE2Q2L,0.00,1.000000,1.000000
HNRNPA1P5,-0.09,0.958733,1.000000
CYCSP38,0.82,0.882749,1.000000
RP11-685G9.2,0.27,0.593402,1.000000
RP11-365N19.2,-0.62,0.743367,1.000000
ANP32AP1,0.21,0.558158,1.000000
RP11-324D17.1,-0.13,0.327785,1.000000
LINC01583,0.00,1.000000,1.000000
RP11-519G16.2,-0.62,0.917250,1.000000
CTD-2651B20.3,,,
RP11-540O11.4,0.41,0.788659,1.000000
RP11-468E2.2,,,
RP11-680F8.3,0.00,1.000000,1.000000
GCSHP2,,,
LINC00052,0.00,1.000000,1.000000
RP11-272D12.2,,,
RP11-468E2.4,0.55,0.294081,1.000000
RP11-259A24.1,,,
RP11-295H24.3,-1.09,0.022500,0.354799
RP11-138H8.2,,,
RP11-630H24.3,,,
RP11-522B15.7,,,
RPL21P12,-0.30,0.928690,1.000000
RP11-111A22.1,-0.69,0.361877,1.000000
UBE2Q2P11,,,
CTD-2651B20.1,,,
RP11-526I2.1,-1.34,0.442866,1.000000
RP11-778O17.4,0.00,1.000000,1.000000
RP11-522B15.4,,,
CTD-2034I4.1,,,
RP11-158M2.2,,,
RP11-325E5.4,-0.58,0.887567,1.000000
RP11-351M8.2,,,
CYCSP2,0.00,1.000000,1.000000
RP11-38G5.2,0.82,0.889736,1.000000
HNRNPA1P74,-0.59,0.921058,1.000000
RP11-182J1.10,,,
MIR1302-10,0.00,1.000000,1.000000
RP11-408J6.1,,,
RP11-335K5.2,,,
RP11-56B16.2,0.10,0.820345,1.000000
HMGN1P26,1.59,0.291103,1.000000
MESTP2,0.00,1.000000,1.000000
RP11-648K4.2,,,
RP11-300G22.2,0.00,1.000000,1.000000
RP11-762H8.2,0.39,0.341144,1.000000
CTD-2329K10.1,-0.77,0.541645,1.000000
RP11-16B9.1,0.00,1.000000,1.000000
KRT8P23,-0.54,0.805775,1.000000
RP11-97O12.3,0.00,1.000000,1.000000
RP11-671M22.4,,,
BLID,,,
LINC01491,,,
NMNAT1P5,-0.62,0.917250,1.000000
RP11-39M21.2,,,
RP11-430B1.2,-0.43,0.657682,1.000000
RP11-66B24.5,,,
RP11-37C7.1,,,
TYRO3P,0.90,0.383645,1.000000
RP11-461F11.3,1.39,0.644658,1.000000
RP11-66B24.4,-0.22,0.414093,1.000000
RP11-521C20.2,-0.62,0.917250,1.000000
RBM17P4,0.51,0.477586,1.000000
RP11-66B24.3,,,
RP11-463I20.2,0.00,1.000000,1.000000
RP11-552E10.1,,,
RP11-317G6.1,-0.44,0.775396,1.000000
RP11-20G13.3,1.79,0.276407,1.000000
RP11-554D20.1,,,
PRELID1P4,-0.11,0.879970,1.000000
MTND5P40,,,
CTD-2034I4.2,0.00,1.000000,1.000000
RP11-516C1.1,1.43,0.736627,1.000000
RP11-275I4.1,,,
RP11-925D8.3,,,
RP11-568G20.2,0.99,0.525233,1.000000
RP11-138E16.1,0.00,1.000000,1.000000
CTD-2012M11.3,,,
RP11-66B24.1,,,
AC074212.5,0.28,0.696302,1.000000
CTD-2647L4.5,,,
RP11-23A22.1,,,
RP11-342A23.1,,,
LINC01582,,,
EEF1A1P22,0.08,0.849923,1.000000
RP11-522B15.6,0.10,0.986142,1.000000
RP11-429B14.3,0.00,1.000000,1.000000
RP11-507B12.2,0.82,0.889736,1.000000
RP11-540O11.6,1.69,0.574118,1.000000
RP11-390M11.1,0.82,0.844470,1.000000
RP11-133L19.1,,,
RP11-654A16.1,0.00,1.000000,1.000000
RP11-597K23.1,0.00,1.000000,1.000000
RP11-156E6.1,,,
RP11-138H8.3,,,
MTND3P12,,,
RP11-244F12.2,,,
RP11-467H10.2,-1.16,0.808642,1.000000
CTD-2262B20.1,0.00,1.000000,1.000000
RP11-557C18.4,-0.62,0.917250,1.000000
RP11-56B16.1,-0.19,0.834466,1.000000
UBE2Q2P8,,,
AC100830.3,-0.12,0.902440,1.000000
RP11-133L19.2,,,
DNM1P38,0.00,1.000000,1.000000
RP11-184D12.1,,,
ST20-AS1,0.35,0.019918,0.324155
RP11-680F8.4,,,
RP11-253M7.6,0.72,0.766986,1.000000
AC140725.7,,,
RP11-143J24.1,0.82,0.889736,1.000000
RP11-643G16.4,-0.36,0.810232,1.000000
RP11-351M8.1,,,
RP11-272D12.1,,,
MTCO3P23,,,
RP11-797A18.3,,,
RP11-245C17.2,0.75,0.851321,1.000000
CTD-2054N24.1,,,
RP11-325E5.1,0.66,0.386941,1.000000
PIGHP1,-0.60,0.567123,1.000000
RP11-89K11.1,-0.40,0.106811,0.909014
RP11-151N17.1,0.91,0.293258,1.000000
DNM1P47,-0.30,0.320832,1.000000
AC068831.15,,,
CTD-2314G24.2,1.09,0.538499,1.000000
CTD-2147F2.2,1.45,0.119992,0.954847
RP11-323I15.3,-1.20,0.399962,1.000000
LINGO1-AS1,0.00,1.000000,1.000000
RP11-707P17.2,0.57,0.153898,1.000000
RP11-643A5.2,0.00,1.000000,1.000000
RP11-485O10.2,,,
MTCYBP23,,,
RP11-69G7.1,0.35,0.559293,1.000000
IQCH-AS1,0.63,0.000000,0.000000
RP11-356M20.1,1.38,0.009409,0.187124
RP11-507B12.1,,,
RP11-343B18.2,,,
RP11-493E3.1,-0.10,0.911651,1.000000
RP11-707P17.1,0.82,0.875152,1.000000
RP11-812E19.9,,,
RP11-96O20.2,,,
RP11-702L15.4,0.00,1.000000,1.000000
RP11-182J1.14,0.82,0.889736,1.000000
RP11-120K9.2,,,
CTD-2315E11.1,0.00,1.000000,1.000000
HNRNPA1P71,-1.08,0.810842,1.000000
LINC01220,-0.86,0.443011,1.000000
RP11-139F4.2,,,
CTD-3118D7.1,,,
FKBP1AP2,,,
RP11-499F3.2,0.82,0.889736,1.000000
RP13-262C2.3,,,
RP11-14C10.2,,,
RP11-126F18.2,0.63,0.668038,1.000000
RP11-299H22.1,,,
FAM30C,,,
HMGB1P8,-0.18,0.361533,1.000000
RP11-485O10.3,,,
RP11-108K3.3,,,
RP11-236L14.1,0.00,1.000000,1.000000
CTD-3094K11.1,-0.61,0.614183,1.000000
RP11-227D13.1,0.82,0.834956,1.000000
HSP90B2P,0.07,0.770229,1.000000
RP11-752G15.4,1.68,0.482586,1.000000
RP11-762H8.3,0.82,0.889736,1.000000
CTD-2184D3.7,-0.90,0.329776,1.000000
NUTF2P6,-0.62,0.917250,1.000000
CTD-3032H12.2,-1.15,0.542650,1.000000
CTD-2184D3.5,-0.71,0.006135,0.134098
RP11-429B14.1,0.00,1.000000,1.000000
CTD-3110H11.1,,,
LINC00677,-0.62,0.789049,1.000000
RP11-930O11.1,1.38,0.310627,1.000000
RP11-348B17.1,0.00,1.000000,1.000000
RP11-758N13.1,,,
RP11-94P14.1,,,
RP5-823G15.5,,,
LINC01581,,,
CTD-3032H12.1,,,
CSPG4P11,0.00,1.000000,1.000000
RP11-1069G10.2,,,
LINC00933,0.01,0.992844,1.000000
CTD-2007H18.1,0.82,0.889736,1.000000
RP11-326N17.1,,,
RP11-59H7.3,0.82,0.858427,1.000000
RP11-182L7.1,,,
RP11-356M20.3,,,
CRTC3-AS1,0.98,0.428375,1.000000
RP11-475A13.1,,,
ZNF444P1,-0.07,0.973691,1.000000
RP11-142J21.2,,,
CTD-2014N11.1,,,
RP11-315O8.1,,,
RP11-138H8.6,0.00,1.000000,1.000000
HSPE1P3,-0.14,0.710201,1.000000
NCAPGP2,-0.62,0.908596,1.000000
RP11-356M20.2,0.20,0.886478,1.000000
RP11-83J16.3,-0.37,0.704257,1.000000
RP11-290H9.2,,,
RP11-208K4.1,,,
RP11-505E24.2,0.82,0.873078,1.000000
RP11-625H11.2,-0.62,0.917250,1.000000
RP11-129I19.2,,,
RP11-324D17.2,-0.20,0.559308,1.000000
RP11-20G13.2,-0.62,0.743981,1.000000
RP11-138H10.2,0.00,1.000000,1.000000
RP11-158M2.4,-0.62,0.917250,1.000000
RP11-327J17.1,-1.27,0.830403,1.000000
PCSK6-AS1,-0.02,0.990878,1.000000
RP11-90B9.2,-0.80,0.568650,1.000000
RP5-991G20.1,-0.18,0.148775,1.000000
RP11-1360M22.2,0.82,0.889736,1.000000
RP11-81A1.3,-0.62,0.301364,1.000000
RP11-429D19.1,,,
RP11-16E12.2,0.20,0.758003,1.000000
RP11-507J18.2,0.00,1.000000,1.000000
RP11-182J1.13,,,
RP11-45P15.4,-0.40,0.474444,1.000000
RP11-544D21.2,,,
RP11-231E4.2,,,
RP11-304L19.12,,,
RP11-673C5.1,-0.20,0.354980,1.000000
CTD-2270L9.2,2.18,0.345971,1.000000
RP11-1006G14.2,1.50,0.756003,1.000000
RP11-20I23.3,,,
CTD-2118P12.1,,,
RP11-359K18.3,,,
RP11-1078H9.6,,,
ANP32BP1,-0.28,0.486729,1.000000
RP11-14K3.7,-0.62,0.917250,1.000000
RP11-114H24.6,-1.10,0.616331,1.000000
RP11-400N9.1,0.06,0.990632,1.000000
RP11-96D1.3,-0.51,0.824784,1.000000
RP11-23E19.2,,,
RP11-19N8.6,,,
CTD-2256P15.2,-0.17,0.700604,1.000000
SLC22A31,0.03,0.833775,1.000000
CTD-2012K14.7,-0.72,0.454865,1.000000
RP11-382A20.5,0.00,1.000000,1.000000
RP11-426C22.4,0.34,0.397811,1.000000
AC002519.8,0.31,0.631709,1.000000
RP5-1142A6.5,,,
RP11-300A12.2,,,
RP11-565N2.2,,,
RP11-53L24.1,,,
RP5-1024G6.7,0.06,0.971531,1.000000
RP11-568A19.1,,,
AC083843.1,0.79,0.000197,0.007649
RP11-169E6.4,-0.62,0.917250,1.000000
RP11-1292F20.1,,,
LYPD8,-0.23,0.773030,1.000000
RP11-467D6.1,-0.21,0.531288,1.000000
RP11-343H19.2,,,
RP11-63E9.1,0.00,1.000000,1.000000
LINC00567,-0.56,0.925060,1.000000
CYP4A26P,,,
RP11-23E19.1,,,
RP11-284N8.3,-0.60,0.000007,0.000360
AGGF1P6,0.00,1.000000,1.000000
RP11-672L10.1,,,
TCEB1P2,0.28,0.734960,1.000000
LA16c-380A1.1,-0.62,0.917250,1.000000
LINC01566,,,
IGHV3OR16-16,,,
RP11-429P3.3,-0.62,0.917250,1.000000
GNPATP,-1.46,0.473167,1.000000
HERC2P10,-0.19,0.447073,1.000000
RP11-467L24.1,,,
RP11-95H3.1,,,
AC097374.2,-0.62,0.917250,1.000000
VENTXP1,,,
IGHV1OR16-2,,,
RP11-211G23.1,,,
RP11-574O16.1,,,
RAB43P1,1.55,0.388453,1.000000
CTC-471C19.2,,,
RP11-143E21.6,,,
SH3RF3-AS1,,,
RP11-370P15.1,,,
RP11-488L18.10,-0.12,0.428843,1.000000
RP11-177N22.2,-0.52,0.842878,1.000000
RP11-525K10.3,0.82,0.801984,1.000000
RP11-1012E15.2,1.32,0.343402,1.000000
AL022344.7,1.51,0.352713,1.000000
RP11-753A21.2,,,
CTA-363E6.1,,,
RP11-481E4.1,-1.17,0.315830,1.000000
RP11-170L3.2,-0.15,0.913694,1.000000
CTD-3037G24.4,-0.62,0.906719,1.000000
RP11-46C24.7,-0.06,0.684407,1.000000
RP11-1O10.1,0.10,0.986142,1.000000
RP11-830F9.5,0.14,0.792506,1.000000
RP11-293B20.2,,,
EHD4-AS1,-0.62,0.917250,1.000000
RP11-1100L3.8,,,
RP11-923I11.5,,,
RP11-315F22.1,,,
DNM1P50,,,
CTA-204B4.2,0.35,0.373412,1.000000
RP11-1H8.4,,,
RP11-715J22.2,-0.47,0.418800,1.000000
FRG2JP,,,
CTD-3037G24.3,0.00,1.000000,1.000000
RP11-343C2.7,,,
ACTG1P15,0.01,0.996682,1.000000
PWRN1,-0.62,0.917250,1.000000
RP11-932O9.4,,,
RP6-91H8.2,,,
RP11-1006G14.3,,,
RP11-616M22.2,,,
CTC-527H23.2,0.00,1.000000,1.000000
RP11-298D21.2,,,
RP11-410E4.1,-0.45,0.810449,1.000000
RP11-407P15.2,,,
HNRNPLP2,-0.22,0.232793,1.000000
NDUFA5P11,0.06,0.933092,1.000000
RP11-2E11.5,0.00,1.000000,1.000000
AC022819.3,2.24,0.141694,1.000000
RP11-322D14.1,0.82,0.889736,1.000000
RP11-249C24.11,,,
RP11-16E23.4,-0.58,0.620987,1.000000
CTA-363E6.2,,,
RP11-44F14.5,-1.24,0.834627,1.000000
RP11-218M11.1,0.12,0.928403,1.000000
CTA-481E9.4,,,
CTD-2323K18.2,0.82,0.877686,1.000000
CTD-2651B20.7,1.99,0.364554,1.000000
RP11-304L19.1,-0.39,0.666275,1.000000
RP11-989E6.1,,,
RP11-519C12.1,1.56,0.620830,1.000000
RP11-438D14.2,,,
RP11-77H9.5,,,
CTD-3203P2.1,-0.42,0.645322,1.000000
RP11-48G14.2,,,
RP1-39G22.7,-0.19,0.075452,0.758360
CDRT7,,,
CTD-2012K14.3,,,
RP11-490G2.2,,,
XX-DJ76P10__A.2,-0.97,0.573807,1.000000
RP11-326A19.5,,,
RP11-170L3.4,0.00,1.000000,1.000000
AC009133.15,,,
RP11-4O1.2,0.06,0.631811,1.000000
IL21R-AS1,2.00,0.213306,1.000000
CTD-2547G23.2,,,
RBM15B,0.04,0.517838,1.000000
RP11-121C2.2,0.04,0.856976,1.000000
RP4-597A16.2,,,
RP11-44F14.4,0.82,0.889736,1.000000
RP11-185J20.2,,,
THSD4-AS1,,,
RP11-652G5.1,,,
RP11-2E17.2,0.10,0.983023,1.000000
RP11-428C6.2,,,
RP11-999E24.3,0.00,1.000000,1.000000
AC099668.5,0.00,1.000000,1.000000
